      0.065545	      0.132392
      0.054554	      0.131545
      0.066832	      0.142168
      0.063762	      0.141119
      0.052871	      0.117096
      0.084356	      0.156429
      0.066436	      0.143600
     -0.343366	      0.195763
      0.097723	      0.158944
     -0.263069	      0.173563
     -0.069010	      0.120128
      0.013168	      0.113512
      0.069604	      0.138499
      0.084752	      0.153214
     -0.242772	      0.284080
     -0.149010	      0.120597
      0.082475	      0.153735
      0.074752	      0.139565
      0.049208	      0.128052
      0.078911	      0.128000
     -0.529505	      0.393482
      0.089307	      0.095433
     -0.462871	      0.325127
     -0.570990	      0.208362
     -0.246733	      0.266091
     -0.362574	      0.234207
     -0.096040	      0.210507
     -0.030198	      0.202313
     -0.170396	      0.178874
     -0.283168	      0.341882
     -0.217525	      0.231963
     -0.097822	      0.150297
     -0.506337	      0.404487
     -0.161485	      0.143115
     -0.778218	      0.388040
     -0.181881	      0.214996
      0.288416	      0.175526
     -0.542079	      0.302450
     -0.443564	      0.109024
     -0.917525	      0.413465
     -0.411782	      0.170203
     -0.522970	      0.198945
     -0.997030	      0.250566
     -0.541881	      0.200221
     -1.141980	      0.233391
     -0.993465	      0.216733
     -0.834356	      0.299949
     -0.610099	      0.147645
     -0.893267	      0.443657
     -0.662376	      0.201976
     -0.067228	      0.055350
      0.450495	      0.122889
     -0.742673	      0.316008
     -0.038218	      0.143564
     -0.575842	      0.200900
     -0.602178	      0.227220
     -1.043960	      0.401764
      0.673861	      0.209799
     -0.186931	      0.302245
      0.019901	      0.261153
     -0.230495	      0.265566
     -0.138416	      0.278503
      0.428218	      0.086944
     -0.967327	      0.793065
     -0.098812	      0.269401
     -0.870594	      0.917793
     -0.040297	      0.168255
     -1.182970	      0.937055
     -0.249109	      0.287489
     -0.739703	      0.270740
     -0.583663	      0.367741
     -0.365248	      0.281064
      0.393069	      0.124445
      0.287327	      0.232472
     -0.602871	      0.333456
     -0.488812	      0.507358
      0.771287	      0.063412
      1.211980	      0.080124
      1.833960	      0.077792
      2.460396	      0.097147
     -0.276535	      0.077440
     -1.017624	      0.078704
      0.265347	      0.123678
      0.855149	      0.056281
      0.062574	      0.051100
     -1.101584	      0.090617
      0.188218	      0.046913
      0.630594	      0.045660
     -0.704950	      0.093339
     -0.385446	      0.097509
      1.644059	      0.084598
      1.036436	      0.060682
     -1.682871	      0.146493
     -0.363267	      0.112242
      0.984653	      0.071609
     -0.107327	      0.414583
      0.233861	      0.542208
      0.330792	      0.401908
      0.278713	      0.567788
      0.457228	      0.419233
      0.011485	      0.510487
      0.589901	      0.673683
      0.443366	      0.427281
     -0.030198	      0.229386
      0.130297	      0.597915
      0.132475	      0.392434
      0.516634	      0.667778
      0.097822	      0.838723
      0.800495	      0.443944
      0.154950	      0.436901
      0.280693	      0.497851
      0.356535	      0.605302
      0.103168	      0.685155
      0.152772	      0.397555
      0.817129	      0.153212
      0.756535	      0.131439
      0.291485	      0.200284
      0.336436	      0.226412
      0.302772	      0.123297
      0.094455	      0.111190
      0.686832	      0.161864
      0.617129	      0.170836
      1.304950	      0.152761
      0.545743	      0.165645
      1.715347	      0.160707
      0.928416	      0.153544
      0.254059	      0.181813
     -0.140099	      0.202257
      0.908119	      0.185951
      0.913168	      0.140021
      1.214356	      0.161444
      0.419802	      0.219869
      0.051683	      0.260552
      1.021881	      0.419903
      0.850297	      0.433671
      0.963267	      0.414858
      0.723861	      0.481834
      0.591287	      0.518943
      0.658020	      0.542338
      0.895644	      0.429636
      0.897426	      0.425405
      0.596832	      0.471517
      0.615446	      0.531392
      0.929010	      0.416433
      0.938317	      0.421438
      0.984653	      0.417592
      0.613465	      0.534353
      0.829307	      0.437226
      0.982178	      0.422580
      0.359010	      0.466418
      0.714950	      0.469817
      0.397426	      0.564883
     -1.680693	      0.345079
     -0.536040	      0.156212
     -0.792772	      0.227126
     -0.996139	      0.240671
     -1.317822	      0.325572
     -0.850693	      0.236791
     -0.886733	      0.231235
     -0.263465	      0.106310
     -0.428614	      0.126037
     -0.696238	      0.151833
     -0.849208	      0.217973
     -1.092178	      0.290226
     -1.384752	      0.284273
     -0.979802	      0.210473
     -0.675446	      0.205294
     -1.342277	      0.220822
     -1.545347	      0.250886
     -0.701287	      0.170391
     -0.760891	      0.215724
     -0.082178	      0.057396
     -0.153861	      0.098754
     -0.000891	      0.093460
      0.203663	      0.048944
      0.320297	      0.053073
      0.289010	      0.102228
     -0.085248	      0.080734
      0.208020	      0.048298
      0.041683	      0.030574
      0.007228	      0.120108
     -0.053069	      0.061624
      0.048317	      0.094890
     -0.240000	      0.118873
     -0.048812	      0.072280
      0.099010	      0.049722
     -0.238614	      0.106808
     -0.572970	      0.144699
     -0.162574	      0.067438
     -0.109010	      0.079323
